userID,age,gender,total_play_time,avg_session_time,games_played,in_game_purchases,last_login,friend_count,churn,max_level_achieved,daily_play_time,subscription_status,number_of_sessions,social_interactions,achievement_points,game_genre_Adventure,game_genre_RPG,game_genre_Simulation,game_genre_Strategy,country_Brazil,country_Canada,country_France,country_Germany,country_India,country_Japan,country_South Korea,country_UK,country_USA,device_type_Mobile,device_type_PC,favorite_game_mode_Multiplayer,favorite_game_mode_Single-player
21,38,1,0.17617617617617617,0.8623853211009175,0.2142857142857143,0.21442885771543085,0.034482758620689655,0.6683417085427136,0,0.9374999999999999,0.3511705685618729,0,0.12244897959183673,0.5591182364729459,0.9610961096109611,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
22,50,0,0.42542542542542544,0.5504587155963303,0.2142857142857143,0.3286573146292585,0.034482758620689655,0.21105527638190955,0,0.49999999999999994,0.056856187290969896,1,0.42857142857142855,0.56312625250501,0.8511851185118512,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23,29,2,0.42342342342342343,0.09174311926605505,0.39285714285714285,0.24048096192384769,0.27586206896551724,0.46733668341708545,0,0.7708333333333333,0.4882943143812709,0,0.836734693877551,0.3607214428857715,0.22082208220822083,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
24,39,1,0.9669669669669669,0.9174311926605506,0.39285714285714285,0.9719438877755511,0.48275862068965514,0.8994974874371859,0,0.6458333333333333,0.5484949832775919,1,0.9999999999999999,0.04008016032064128,0.40724072407240725,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
25,42,1,0.17317317317317318,0.6146788990825688,0.6785714285714285,0.8036072144288576,0.10344827586206896,0.5125628140703518,1,0.9999999999999999,0.3177257525083612,0,0.7346938775510203,0.06012024048096192,0.5399539953995399,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
26,44,0,0.40540540540540543,0.30275229357798167,0.0,0.16633266533066132,0.5517241379310345,0.949748743718593,1,0.5208333333333333,0.294314381270903,0,0.8775510204081632,0.012024048096192383,0.32873287328732875,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
27,59,1,0.08108108108108109,0.7247706422018348,0.7857142857142857,0.6032064128256512,0.27586206896551724,0.08040201005025126,1,0.7291666666666666,0.7157190635451505,0,0.2040816326530612,0.4729458917835671,0.16251625162516253,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
28,45,2,0.02002002002002002,0.8623853211009175,0.17857142857142855,0.5210420841683366,0.48275862068965514,0.38190954773869346,0,0.5416666666666666,0.6755852842809364,0,0.36734693877551017,0.19238476953907813,0.7036703670367037,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
29,33,0,0.6906906906906907,0.8073394495412844,0.25,0.2124248496993988,0.0,0.5829145728643216,0,0.4583333333333333,0.49498327759197325,0,0.16326530612244897,0.8016032064128256,0.8896889688968898,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
30,32,1,0.3973973973973974,0.9357798165137615,0.9285714285714285,0.2444889779559118,1.0,0.22613065326633167,1,0.3958333333333333,0.568561872909699,1,0.2040816326530612,0.8857715430861722,0.37503750375037503,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
31,20,1,0.32932932932932935,0.06422018348623854,0.42857142857142855,0.1442885771543086,0.896551724137931,0.8442211055276382,0,0.9374999999999999,0.11371237458193979,0,0.8775510204081632,0.5911823647294588,0.253025302530253,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
32,54,0,0.22422422422422422,0.06422018348623854,0.14285714285714285,0.9539078156312625,0.034482758620689655,0.7035175879396985,0,0.5416666666666666,0.7959866220735786,1,0.12244897959183673,0.8036072144288576,0.8883888388838884,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
33,24,0,0.7767767767767768,0.889908256880734,0.8214285714285714,0.6733466933867734,0.27586206896551724,0.6683417085427136,1,0.3333333333333333,0.9565217391304348,1,0.6326530612244897,0.10420841683366733,0.30773077307730773,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
34,38,1,0.4014014014014014,0.12844036697247707,0.3214285714285714,0.9198396793587174,0.3448275862068966,0.8040201005025126,0,0.2708333333333333,0.7792642140468228,1,0.4081632653061224,0.7535070140280561,0.7988798879887989,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
35,26,2,0.7807807807807807,0.03669724770642202,0.9285714285714285,0.625250501002004,0.6206896551724138,0.6582914572864321,0,0.04166666666666667,0.7023411371237458,1,0.12244897959183673,0.6412825651302605,0.25942594259425944,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
36,56,0,0.7627627627627628,0.1651376146788991,0.4642857142857143,0.3066132264529058,0.896551724137931,0.8894472361809045,0,0.8124999999999999,0.45819397993311034,0,0.5714285714285714,0.16633266533066132,0.7525752575257526,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
37,35,2,0.7847847847847848,0.6697247706422019,0.8214285714285714,0.5771543086172344,0.0,0.23618090452261306,1,0.5416666666666666,0.15719063545150502,0,0.4693877551020408,0.4248496993987976,0.39383938393839385,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
38,21,1,0.8938938938938938,0.07339449541284404,0.2857142857142857,0.19238476953907813,0.6206896551724138,0.49246231155778897,1,0.9166666666666666,0.8494983277591973,0,0.836734693877551,0.47695390781563124,0.5464546454645465,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
39,42,2,0.8548548548548548,0.5137614678899083,0.5714285714285714,0.5831663326653306,0.27586206896551724,0.1306532663316583,1,0.2708333333333333,0.8662207357859532,0,0.4693877551020408,0.21643286573146292,0.15371537153715373,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
40,31,1,0.9209209209209209,0.4862385321100918,0.07142857142857142,0.6973947895791582,0.9310344827586207,0.02512562814070352,0,0.5624999999999999,0.5585284280936454,0,0.7959183673469387,0.8517034068136272,0.8494849484948496,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
41,26,1,0.43743743743743746,0.25688073394495414,0.39285714285714285,0.5551102204408818,0.034482758620689655,0.2864321608040201,0,0.8958333333333333,0.2508361204013378,0,0.5306122448979591,0.7635270541082164,0.5826582658265826,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,43,1,0.27127127127127126,0.944954128440367,0.39285714285714285,0.5070140280561122,0.13793103448275862,0.9547738693467337,0,0.49999999999999994,0.7892976588628763,1,0.8979591836734693,0.5871743486973947,0.5103510351035103,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
43,19,1,0.27927927927927926,0.9174311926605506,0.35714285714285715,0.1623246492985972,0.5517241379310345,0.0,0,0.8124999999999999,0.9899665551839465,1,0.1020408163265306,0.751503006012024,0.33583358335833585,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
44,37,2,0.2222222222222222,0.1651376146788991,0.75,0.03206412825651302,0.8620689655172413,0.135678391959799,0,0.20833333333333331,0.568561872909699,1,0.12244897959183673,0.8316633266533066,0.41914191419141916,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
45,45,1,0.5865865865865866,0.6972477064220184,0.9999999999999999,0.5991983967935871,0.0,0.1407035175879397,0,0.22916666666666666,0.09364548494983277,1,0.5306122448979591,0.5110220440881763,0.658065806580658,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
46,24,1,0.6626626626626626,0.4128440366972478,0.10714285714285714,0.35871743486973945,0.4482758620689655,0.47738693467336685,0,0.6666666666666666,0.5250836120401338,0,0.18367346938775508,0.04208416833667334,0.9216921692169218,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
47,25,2,0.9369369369369369,0.944954128440367,0.25,0.4308617234468938,0.3793103448275862,0.7788944723618091,1,0.3958333333333333,0.09364548494983277,0,0.8163265306122448,0.503006012024048,0.43324332433243323,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
48,52,0,0.8708708708708709,0.7247706422018348,0.3214285714285714,0.04208416833667334,0.7586206896551724,0.45226130653266333,1,0.6874999999999999,0.8394648829431438,0,0.04081632653061224,0.8897795591182364,0.5907590759075908,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
49,31,2,0.5085085085085085,0.5596330275229359,0.4642857142857143,0.47094188376753504,0.8620689655172413,0.33668341708542715,0,0.4583333333333333,0.6889632107023411,1,0.42857142857142855,0.43286573146292584,0.9471947194719472,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
50,34,2,0.34134134134134136,0.853211009174312,0.0,0.9058116232464929,0.3103448275862069,0.20100502512562815,0,0.375,0.9665551839464883,1,0.2040816326530612,0.8316633266533066,0.6780678067806781,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
51,53,2,0.9289289289289289,0.5412844036697247,0.39285714285714285,0.7695390781563125,0.6206896551724138,0.5276381909547738,1,0.7291666666666666,0.451505016722408,1,0.6122448979591836,0.5731462925851702,0.09970997099709972,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
52,57,1,0.6166166166166166,0.03669724770642202,0.14285714285714285,0.42084168336673344,0.48275862068965514,0.577889447236181,1,0.8958333333333333,0.3879598662207358,1,0.836734693877551,0.19639278557114226,0.45674567456745674,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
53,21,1,0.04104104104104104,0.29357798165137616,0.4642857142857143,0.5711422845691382,0.0,0.914572864321608,0,0.0,0.8528428093645485,0,0.9183673469387754,0.11422845691382764,0.4018401840184019,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
54,19,1,0.17517517517517517,0.7522935779816514,0.10714285714285714,0.845691382765531,0.0,0.7989949748743719,0,0.18749999999999997,0.391304347826087,0,0.061224489795918366,0.15230460921843686,0.5735573557355735,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
55,23,0,0.24424424424424424,0.4954128440366973,0.9642857142857143,0.4128256513026052,0.9655172413793103,0.6130653266331658,0,0.0,0.2909698996655518,0,0.02040816326530612,0.6713426853707414,0.9933993399339934,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
56,59,1,0.25225225225225223,0.1651376146788991,0.5714285714285714,0.9879759519038075,0.3448275862068966,0.9849246231155779,1,0.08333333333333333,0.4882943143812709,0,0.4081632653061224,0.969939879759519,0.15751575157515751,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,21,0,0.2732732732732733,0.14678899082568808,0.8928571428571428,0.8376753507014028,0.3448275862068966,0.7487437185929648,1,0.4375,0.24749163879598662,0,0.9387755102040816,0.9779559118236472,0.7485748574857486,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
58,46,1,0.958958958958959,0.7981651376146789,0.75,0.6492985971943888,0.13793103448275862,0.6030150753768845,1,0.8749999999999999,0.26755852842809363,1,0.7142857142857142,0.6232464929859719,0.8995899589958997,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
59,35,2,0.3333333333333333,0.8348623853211009,0.8928571428571428,0.5090180360721442,0.06896551724137931,0.2814070351758794,1,0.020833333333333332,0.5183946488294314,1,0.4693877551020408,0.749498997995992,0.12881288128812882,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60,43,1,0.6036036036036035,0.3761467889908257,0.42857142857142855,0.907815631262525,0.3448275862068966,0.10552763819095477,0,0.16666666666666666,0.9331103678929765,1,0.04081632653061224,0.6773547094188376,0.505950595059506,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
61,51,0,0.01001001001001001,0.9174311926605506,0.07142857142857142,0.68937875751503,0.10344827586206896,0.32663316582914576,0,0.8958333333333333,0.5518394648829431,0,0.9183673469387754,0.47695390781563124,0.5723572357235723,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
62,27,0,0.15115115115115116,0.1926605504587156,0.35714285714285715,0.02004008016032064,0.1724137931034483,0.8442211055276382,0,0.12499999999999999,0.6789297658862876,1,0.6122448979591836,0.5931863727454909,0.7856785678567857,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
63,53,1,0.1881881881881882,0.3486238532110092,0.35714285714285715,0.6132264529058116,0.5862068965517241,0.21105527638190955,0,0.9791666666666666,0.9565217391304348,0,0.18367346938775508,0.49699398797595185,0.7537753775377538,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
64,31,2,0.95995995995996,0.7247706422018348,0.14285714285714285,0.6372745490981964,0.20689655172413793,0.1658291457286432,1,0.4166666666666667,0.15719063545150502,1,0.18367346938775508,0.28456913827655306,0.8410841084108411,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
65,48,1,0.6756756756756757,0.8990825688073395,0.17857142857142855,0.6833667334669338,0.6896551724137931,0.5678391959798995,1,0.12499999999999999,0.6789297658862876,0,0.7346938775510203,0.6032064128256512,0.6573657365736574,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
66,32,1,0.6376376376376376,0.23853211009174313,0.10714285714285714,0.7575150300601202,0.7931034482758621,0.005025125628140704,0,0.16666666666666666,0.7725752508361204,1,0.2040816326530612,0.2284569138276553,0.4012401240124013,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
67,25,1,0.21021021021021022,0.6880733944954128,0.3214285714285714,0.06613226452905811,0.10344827586206896,0.2914572864321608,0,0.8124999999999999,0.862876254180602,1,0.24489795918367346,0.24048096192384769,0.6597659765976598,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
68,31,2,0.9729729729729729,0.4128440366972478,0.3214285714285714,0.24048096192384769,0.4482758620689655,0.17587939698492464,0,0.16666666666666666,0.5518394648829431,0,0.3877551020408163,0.48096192384769537,0.0008000800080008001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
69,40,0,0.0960960960960961,0.24770642201834864,0.39285714285714285,0.47094188376753504,0.9310344827586207,0.035175879396984924,0,0.9999999999999999,0.9498327759197325,0,0.9183673469387754,0.9619238476953907,0.09550955095509552,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
70,57,2,0.8208208208208209,0.4678899082568807,0.75,0.36472945891783565,0.24137931034482757,0.8040201005025126,1,0.22916666666666666,0.7725752508361204,1,0.6938775510204082,0.6292585170340681,0.8260826082608261,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
71,38,0,0.3383383383383383,0.5871559633027523,0.7857142857142857,0.15430861723446893,0.6551724137931034,0.16080402010050251,0,0.8958333333333333,0.35785953177257523,1,0.5306122448979591,0.38476953907815625,0.19591959195919592,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
72,33,0,0.04604604604604605,0.3486238532110092,0.6071428571428571,0.2444889779559118,0.3448275862068966,0.9798994974874372,0,0.7291666666666666,0.7357859531772575,1,0.04081632653061224,0.8697394789579158,0.43284328432843283,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
73,35,0,0.8198198198198198,0.1559633027522936,0.5,0.9138276553106212,1.0,0.08542713567839195,0,0.16666666666666666,0.8193979933110368,0,0.44897959183673464,0.7935871743486973,0.6912691269126913,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
74,41,2,0.7357357357357357,0.7889908256880734,0.7857142857142857,0.5511022044088176,0.4482758620689655,0.3165829145728643,0,0.18749999999999997,0.7926421404682275,0,0.4081632653061224,0.30260521042084165,0.30263026302630264,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
75,43,1,0.974974974974975,0.1926605504587156,0.7857142857142857,0.41482965931863724,0.6896551724137931,0.30150753768844224,1,0.9999999999999999,0.725752508361204,1,0.6122448979591836,0.49098196392785565,0.11431143114311432,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
76,42,1,0.056056056056056056,0.6146788990825688,0.6071428571428571,0.37074148296593185,0.06896551724137931,0.4120603015075377,0,0.18749999999999997,0.08361204013377926,1,0.8979591836734693,0.6853707414829658,0.10161016101610161,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
77,58,1,0.07407407407407407,0.09174311926605505,0.07142857142857142,0.9298597194388777,0.3448275862068966,0.04522613065326633,0,0.8958333333333333,0.09698996655518395,1,0.4081632653061224,0.20240480961923846,0.3584358435843584,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
78,46,1,0.25325325325325326,0.743119266055046,0.07142857142857142,0.03206412825651302,0.10344827586206896,0.8894472361809045,0,0.3333333333333333,0.7792642140468228,1,0.8775510204081632,0.1843687374749499,0.17301730173017302,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
79,32,1,0.6626626626626626,0.5779816513761468,0.0,0.5791583166332664,0.27586206896551724,0.5276381909547738,0,0.7708333333333333,0.3411371237458194,1,0.14285714285714285,0.2865731462925851,0.41834183418341836,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,18,2,0.5705705705705706,0.6422018348623854,0.5714285714285714,0.9799599198396792,0.13793103448275862,0.10552763819095477,0,0.0625,0.411371237458194,0,0.5510204081632653,0.35270541082164325,0.29042904290429045,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
81,42,2,0.8368368368368369,0.7706422018348624,0.3214285714285714,0.5070140280561122,0.41379310344827586,0.19095477386934673,0,0.3125,0.9464882943143813,1,0.42857142857142855,0.5751503006012023,0.9062906290629064,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
82,24,2,0.9519519519519519,0.5137614678899083,0.9285714285714285,0.9178356713426853,0.6551724137931034,0.507537688442211,0,0.9999999999999999,0.4983277591973244,1,0.5102040816326531,0.21442885771543085,0.827982798279828,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
83,26,2,0.5975975975975976,0.3119266055045872,0.17857142857142855,0.19639278557114226,0.10344827586206896,0.32160804020100503,1,0.9791666666666666,0.6387959866220736,1,0.9387755102040816,0.4569138276553106,0.5721572157215722,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
84,41,2,0.16916916916916916,0.3302752293577982,0.8571428571428571,0.8917835671342684,0.20689655172413793,0.1457286432160804,0,0.7291666666666666,0.7859531772575251,0,0.9183673469387754,0.5430861723446894,0.8138813881388139,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
85,18,2,0.14514514514514515,0.4495412844036698,0.8571428571428571,0.8356713426853707,0.034482758620689655,0.6633165829145728,0,0.5416666666666666,0.5819397993311036,1,0.14285714285714285,0.08416833667334668,0.6524652465246524,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
86,25,2,0.8388388388388388,0.26605504587155965,0.35714285714285715,0.9679358717434869,0.6551724137931034,0.5527638190954774,1,0.10416666666666667,0.27759197324414714,0,0.6122448979591836,0.7174348697394789,0.3714371437143715,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
87,41,1,0.03203203203203203,0.14678899082568808,0.4642857142857143,0.9118236472945891,0.6206896551724138,0.12562814070351758,1,0.8124999999999999,0.3377926421404682,0,0.04081632653061224,0.7314629258517034,0.5502550255025502,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
88,28,0,0.5145145145145145,0.29357798165137616,0.5714285714285714,0.2925851703406813,0.20689655172413793,0.5979899497487438,0,0.16666666666666666,0.5819397993311036,1,0.3469387755102041,0.17434869739478956,0.18111811181118112,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
89,34,2,0.7957957957957957,0.13761467889908258,0.9642857142857143,0.7434869739478958,0.6551724137931034,0.31155778894472363,1,0.6458333333333333,0.15719063545150502,1,0.22448979591836732,0.6172344689378757,0.5867586758675868,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
90,25,0,0.25625625625625625,0.12844036697247707,0.2142857142857143,0.22645290581162322,0.7931034482758621,0.8693467336683417,0,0.7708333333333333,0.0033444816053511705,1,0.7755102040816326,0.719438877755511,0.6856685668566856,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
91,52,2,0.12512512512512514,0.11009174311926606,0.75,0.19238476953907813,0.6896551724137931,0.15075376884422112,0,0.6041666666666666,0.9297658862876254,1,0.6122448979591836,0.5070140280561122,0.9527952795279528,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
92,52,2,0.958958958958959,0.9357798165137615,0.10714285714285714,0.7635270541082164,0.8275862068965517,0.8442211055276382,0,0.2708333333333333,0.14046822742474915,0,0.7959183673469387,0.04008016032064128,0.9325932593259326,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
93,50,1,0.11211211211211211,0.01834862385321101,0.35714285714285715,0.751503006012024,0.27586206896551724,0.6984924623115578,0,0.9166666666666666,0.6889632107023411,1,0.6938775510204082,0.8336673346693386,0.4456445644564457,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
94,22,0,0.8148148148148148,0.21100917431192662,0.6428571428571428,0.9418837675350701,0.6206896551724138,0.08040201005025126,0,0.5833333333333333,0.33444816053511706,1,0.8979591836734693,0.8857715430861722,0.1939193919391939,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
95,59,1,0.8048048048048048,0.2018348623853211,0.2857142857142857,0.6432865731462926,0.8275862068965517,0.7286432160804021,0,0.5624999999999999,0.47157190635451507,1,0.7346938775510203,0.11823647294589178,0.20672067206720673,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
